person_odid,person_name,movies,detail,image_url,wiki_race_tag_actors,wiki_race_tag_directors,gender,tmdb_id,DOB,race_predicted,race4_predicted,gender_predicted,age_predicted,race_scores_fair,race_scores_fair_4,age_scores_fair,gender_scores_fair,in_actorlist,in_directorlist
106410401,Christopher Nolan,['The Dark Knight'],"{'adult': False, 'gender': 2, 'id': 525, 'known_for_department': 'Directing', 'name': 'Christopher Nolan', 'original_name': 'Christopher Nolan', 'popularity': 4.4139, 'profile_path': '/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg', 'id': 27205, 'title': 'Inception', 'original_title': 'Inception', 'overview': 'Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person\'s idea into a target\'s subconscious.', 'poster_path': '/ljsZTbVsrQSqZgWeep2B1QiDKuh.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 878, 12], 'popularity': 24.9932, 'release_date': '2010-07-15', 'video': False, 'vote_average': 8.4, 'vote_count': 38074}, {'adult': False, 'backdrop_path': '/5XNQBqnBwPA9yT0jZ0p3s8bbLh0.jpg', 'id': 157336, 'title': 'Interstellar', 'original_title': 'Interstellar', 'overview': 'The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.', 'poster_path': '/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 18, 878], 'popularity': 72.2757, 'release_date': '2014-11-05', 'video': False, 'vote_average': 8.5, 'vote_count': 38052}, {'adult': False, 'backdrop_path': '/6fA9nie4ROlkyZAUlgKNjGNCbHG.jpg', 'id': 155, 'title': 'The Dark Knight', 'original_title': 'The Dark Knight', 'overview': 'Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.', 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 28, 80, 53], 'popularity': 32.9421, 'release_date': '2008-07-16', 'video': False, 'vote_average': 8.5, 'vote_count': 34536}]}",https://image.tmdb.org/t/p/w500/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg,,White,2.0,525,1970-07-30,White,White,Male,50-59,"[0.9958711266517639, 1.6552222632526536e-06, 0.00027007609605789185, 5.128248176333727e-06, 5.246567525318824e-06, 2.68203548330348e-05, 0.0038199254777282476]","[0.9997991919517517, 0.00010758754069684073, 8.299504770548083e-06, 8.483889541821554e-05]","[2.921612758655101e-05, 2.7105155822937377e-05, 0.00019386393250897527, 0.0005673370906151831, 0.02613111026585102, 0.36795350909233093, 0.575760006904602, 0.02910873107612133, 0.0002291738783242181]","[0.9999996423721313, 4.0911680798672023e-07]",False,True
109030401,Roberto Orci,['Transformers: Revenge of the Fallen'],"{'adult': False, 'gender': 2, 'id': 15346, 'known_for_department': 'Production', 'name': 'Roberto Orci', 'original_name': 'Roberto Orci', 'popularity': 0.3278, 'profile_path': '/mkc51BZ6dYg843frBA9flomxFda.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/xEY0MV2jSQBz9iOJfCFvLTiPGMA.jpg', 'id': 75656, 'title': 'Now You See Me', 'original_title': 'Now You See Me', 'overview': 'An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.', 'poster_path': '/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [53, 80], 'popularity': 11.3158, 'release_date': '2013-05-29', 'video': False, 'vote_average': 7.332, 'vote_count': 16062}, {'adult': False, 'backdrop_path': '/oFQilRMEq6yQbtMPxIYWpXeQ5ZN.jpg', 'id': 291805, 'title': 'Now You See Me 2', 'original_title': 'Now You See Me 2', 'overview': 'One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.', 'poster_path': '/A81kDB6a1K86YLlcOtZB27jriJh.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [53, 80], 'popularity': 7.9695, 'release_date': '2016-06-02', 'video': False, 'vote_average': 6.825, 'vote_count': 11078}, {'adult': False, 'backdrop_path': '/zzzoRNVSaUv6e1hpADjUDeM3EvY.jpg', 'id': 13475, 'title': 'Star Trek', 'original_title': 'Star Trek', 'overview': 'The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.', 'poster_path': '/lV5OpzAss1z06YNagOVap1I35mH.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [878, 28, 12], 'popularity': 5.646, 'release_date': '2009-05-06', 'video': False, 'vote_average': 7.426, 'vote_count': 10170}]}",https://image.tmdb.org/t/p/w500/mkc51BZ6dYg843frBA9flomxFda.jpg,,Latino / Hispanic,2.0,15346,1973-07-20,White,White,Male,30-39,"[0.992192804813385, 7.467645559700031e-07, 0.0036542245652526617, 4.435640221345238e-06, 6.611454864469124e-06, 7.009392720647156e-05, 0.004070980008691549]","[0.9999133348464966, 6.694743888147059e-07, 1.2763321137754247e-05, 7.317411655094475e-05]","[8.315832928929012e-06, 0.00042010252946056426, 0.012028532102704048, 0.2849089503288269, 0.6096688508987427, 0.09241224080324173, 0.0005512420320883393, 1.7715412923280383e-06, 2.2466744908911096e-08]","[0.9999852180480957, 1.481544768466847e-05]",False,True
117920401,Sam Raimi,['Spider-Man'],"{'adult': False, 'gender': 2, 'id': 7623, 'known_for_department': 'Directing', 'name': 'Sam Raimi', 'original_name': 'Sam Raimi', 'popularity': 1.9647, 'profile_path': '/8gssvwiPrFRuFRlr5ruKx68k1Jl.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/qJzloL8O9YHhiWBrhlPfKAtZu2I.jpg', 'id': 557, 'title': 'Spider-Man', 'original_title': 'Spider-Man', 'overview': 'After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.', 'poster_path': '/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 878], 'popularity': 16.0604, 'release_date': '2002-05-01', 'video': False, 'vote_average': 7.3, 'vote_count': 19964}, {'adult': False, 'backdrop_path': '/8G6HCS82vNxgg5wp7oBDSk32XpF.jpg', 'id': 558, 'title': 'Spider-Man 2', 'original_title': 'Spider-Man 2', 'overview': ""Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well..."", 'poster_path': '/aGuvNAaaZuWXYQQ6N2v7DeuP6mB.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 12, 878], 'popularity': 7.1207, 'release_date': '2004-06-25', 'video': False, 'vote_average': 7.296, 'vote_count': 15785}, {'adult': False, 'backdrop_path': '/w1oD1MzHjnBJc5snKupIQaSBLIh.jpg', 'id': 559, 'title': 'Spider-Man 3', 'original_title': 'Spider-Man 3', 'overview': 'The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.', 'poster_path': '/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 12, 878], 'popularity': 13.7698, 'release_date': '2007-05-01', 'video': False, 'vote_average': 6.447, 'vote_count': 14728}]}",https://image.tmdb.org/t/p/w500/8gssvwiPrFRuFRlr5ruKx68k1Jl.jpg,,White,2.0,7623,1959-10-23,White,White,Male,50-59,"[0.45042186975479126, 0.00020414311438798904, 0.20552679896354675, 0.03565177321434021, 0.007614469155669212, 0.0023878642823547125, 0.29819315671920776]","[0.9712598323822021, 0.0010369152296334505, 0.0185482669621706, 0.009154943749308586]","[3.342205673106946e-05, 2.6144309231312945e-05, 0.00019787500787060708, 0.00023071722534950823, 0.021168019622564316, 0.33263689279556274, 0.6002486348152161, 0.045242831110954285, 0.00021540321176871657]","[0.999990701675415, 9.352693268738221e-06]",False,True
135430401,Steven Spielberg,"['Transformers: Revenge of the Fallen', 'ET: The Extra-Terrestrial']","{'adult': False, 'gender': 2, 'id': 488, 'known_for_department': 'Directing', 'name': 'Steven Spielberg', 'original_name': 'Steven Spielberg', 'popularity': 2.6858, 'profile_path': '/tZxcg19YQ3e8fJ0pOs7hjlnmmr6.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/jzt9HuhIAdH9qp0K2MA1m5V8sgq.jpg', 'id': 329, 'title': 'Jurassic Park', 'original_title': 'Jurassic Park', 'overview': 'A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.', 'poster_path': '/63viWuPfYQjRYLSZSZNq7dglJP5.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 878], 'popularity': 7.2483, 'release_date': '1993-06-11', 'video': False, 'vote_average': 7.962, 'vote_count': 17177}, {'adult': False, 'backdrop_path': '/zb6fM1CX41D9rF9hdgclu0peUmy.jpg', 'id': 424, 'title': ""Schindler's List"", 'original_title': ""Schindler's List"", 'overview': 'The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.', 'poster_path': '/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 36, 10752], 'popularity': 13.7821, 'release_date': '1993-12-15', 'video': False, 'vote_average': 8.567, 'vote_count': 16769}, {'adult': False, 'backdrop_path': '/rW2xRFlJRbTnBJlQTSjQmjevIwb.jpg', 'id': 857, 'title': 'Saving Private Ryan', 'original_title': 'Saving Private Ryan', 'overview': 'As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.', 'poster_path': '/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 36, 10752], 'popularity': 11.0769, 'release_date': '1998-07-24', 'video': False, 'vote_average': 8.22, 'vote_count': 16574}]}",https://image.tmdb.org/t/p/w500/tZxcg19YQ3e8fJ0pOs7hjlnmmr6.jpg,,,2.0,488,1946-12-18,White,White,Male,60-69,"[0.9816393852233887, 6.206834950717166e-05, 0.002256237668916583, 7.757115236017853e-05, 0.00016134594625327736, 0.0010078574996441603, 0.014795506373047829]","[0.9975881576538086, 6.152295100037009e-05, 0.0003380711132194847, 0.0020122670102864504]","[1.1118082511529792e-05, 7.146958523662761e-06, 0.00013141050294507295, 5.3332350944401696e-05, 0.00016676321683917195, 0.004204121883958578, 0.3483809232711792, 0.6201967597007751, 0.02684839256107807]","[0.9999916553497314, 8.357516890100669e-06]",False,True
145280401,Mark Vahradian,['Transformers: Revenge of the Fallen'],"{'adult': False, 'gender': 2, 'id': 24309, 'known_for_department': 'Production', 'name': 'Mark Vahradian', 'original_name': 'Mark Vahradian', 'popularity': 0.0966, 'profile_path': '/soKYRPi4hYTnVABGkAGCRGnU87J.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/iq6oCC769VhakJubpAeJNFCgvff.jpg', 'id': 1858, 'title': 'Transformers', 'original_title': 'Transformers', 'overview': 'Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.', 'poster_path': '/1P7w3AImoEOWJX7nn3fdaKDfEQA.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 878, 28], 'popularity': 2.6167, 'release_date': '2007-06-27', 'video': False, 'vote_average': 6.8, 'vote_count': 11786}, {'adult': False, 'backdrop_path': '/zbdoCe1meTyy0v1fsIxZ9Q0ef3H.jpg', 'id': 8373, 'title': 'Transformers: Revenge of the Fallen', 'original_title': 'Transformers: Revenge of the Fallen', 'overview': ""Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war."", 'poster_path': '/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [878, 28, 12], 'popularity': 3.646, 'release_date': '2009-06-19', 'video': False, 'vote_average': 6.2, 'vote_count': 8865}, {'adult': False, 'backdrop_path': '/ojwiCGkC7Bv7Ol7jDSkQbTGBY3I.jpg', 'id': 91314, 'title': 'Transformers: Age of Extinction', 'original_title': 'Transformers: Age of Extinction', 'overview': 'As humanity picks up the pieces after the battle of Chicago, a shadowy group reveals itself in an attempt to control the direction of history…while an ancient, powerful new menace sets Earth in its crosshairs. With help from Cade Yeager, Optimus Prime and the Autobots rise to meet their most fearsome challenge yet.', 'poster_path': '/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [878, 28, 12], 'popularity': 9.6827, 'release_date': '2014-06-25', 'video': False, 'vote_average': 5.951, 'vote_count': 8482}]}",https://image.tmdb.org/t/p/w500/soKYRPi4hYTnVABGkAGCRGnU87J.jpg,,,2.0,24309,,White,White,Male,40-49,"[0.8045579791069031, 2.8228070732438937e-05, 0.17760518193244934, 0.0003721149987541139, 0.0003057369322050363, 0.006082175299525261, 0.011048538610339165]","[0.989807665348053, 2.8441012545954436e-05, 0.00038194304215721786, 0.009781966917216778]","[1.1997209185210522e-05, 2.6700641683419235e-05, 0.0007066267426125705, 0.004023343324661255, 0.16775904595851898, 0.6677106022834778, 0.15868344902992249, 0.0010752782691270113, 2.9833183816663222e-06]","[0.9999121427536011, 8.788851846475154e-05]",False,True
146540401,Gore Verbinski,['Pirates of the Caribbean: Dead Man’s Chest'],"{'adult': False, 'gender': 2, 'id': 1704, 'known_for_department': 'Directing', 'name': 'Gore Verbinski', 'original_name': 'Gore Verbinski', 'popularity': 0.9014, 'profile_path': '/rSQRdmLNAwdKxrtvBSSlBmWeSsj.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/rrCc7dONpjAt8N8VO0dGpdIXCVU.jpg', 'id': 22, 'title': 'Pirates of the Caribbean: The Curse of the Black Pearl', 'original_title': 'Pirates of the Caribbean: The Curse of the Black Pearl', 'overview': ""After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's ship—The Black Pearl—so that he can rescue the woman he loves."", 'poster_path': '/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 14, 28], 'popularity': 20.8669, 'release_date': '2003-07-09', 'video': False, 'vote_average': 7.815, 'vote_count': 21503}, {'adult': False, 'backdrop_path': '/vr6n6ZFUZvedvIlhfYcbCWcaKyW.jpg', 'id': 58, 'title': ""Pirates of the Caribbean: Dead Man's Chest"", 'original_title': ""Pirates of the Caribbean: Dead Man's Chest"", 'overview': ""Captain Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well."", 'poster_path': '/lAhcKRt0ggTFkeFL95jrGQYaRXs.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 14, 28], 'popularity': 19.471, 'release_date': '2006-07-06', 'video': False, 'vote_average': 7.371, 'vote_count': 16638}, {'adult': False, 'backdrop_path': '/1jHxkVXMI5s3vRiyiZooUy1shB5.jpg', 'id': 285, 'title': ""Pirates of the Caribbean: At World's End"", 'original_title': ""Pirates of the Caribbean: At World's End"", 'overview': ""Will Turner and Elizabeth Swann join forces with the revived Captain Barbossa to free Jack Sparrow from Davy Jones' locker. The group must navigate dangerous waters, confront many foes and, ultimately, choose sides in a battle wherein piracy itself hangs in the balance."", 'poster_path': '/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 14, 28], 'popularity': 15.9669, 'release_date': '2007-05-19', 'video': False, 'vote_average': 7.263, 'vote_count': 14967}]}",https://image.tmdb.org/t/p/w500/rSQRdmLNAwdKxrtvBSSlBmWeSsj.jpg,,,2.0,1704,1964-03-16,White,White,Male,50-59,"[0.996317982673645, 3.0192846679710783e-05, 0.00204952759668231, 0.000415713875554502, 0.00039346329867839813, 0.00025669598835520446, 0.0005364807439036667]","[0.9893744587898254, 0.001051665865816176, 0.004502088762819767, 0.0050717550329864025]","[2.6279947633156553e-05, 4.418001844896935e-05, 0.00047344708582386374, 0.0011883829720318317, 0.016597414389252663, 0.16632509231567383, 0.7352338433265686, 0.07876396924257278, 0.0013474068837240338]","[0.9969884753227234, 0.003011565888300538]",False,True
146710401,Conrad Vernon,['Shrek 2'],"{'adult': False, 'gender': 2, 'id': 12080, 'known_for_department': 'Acting', 'name': 'Conrad Vernon', 'original_name': 'Conrad Vernon', 'popularity': 0.855, 'profile_path': '/2fhutx4eTBE6UR3eIRfYozKsUjk.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/40Wtp7kMG6mZ4d5T1jfrd8qrvD4.jpg', 'id': 808, 'title': 'Shrek', 'original_title': 'Shrek', 'overview': ""It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."", 'poster_path': '/o04jZs5SXhbvhqO4981W7KJXOWZ.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 35, 14, 12, 10751], 'popularity': 23.1579, 'release_date': '2001-05-18', 'video': False, 'vote_average': 7.752, 'vote_count': 18033}, {'adult': False, 'backdrop_path': '/2QMgoiDlTmrO9FngZft8GgZ2SbX.jpg', 'id': 270946, 'title': 'Penguins of Madagascar', 'original_title': 'Penguins of Madagascar', 'overview': 'Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.', 'poster_path': '/dXbpNrPDZDMEbujFoOxmMNQVMHa.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [10751, 16, 12, 35], 'popularity': 13.5992, 'release_date': '2014-11-22', 'video': False, 'vote_average': 6.53, 'vote_count': 4324}, {'adult': False, 'backdrop_path': '/8ohobj5lAIbl5XWw11FywS3IRrS.jpg', 'id': 809, 'title': 'Shrek 2', 'original_title': 'Shrek 2', 'overview': ""Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage."", 'poster_path': '/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 10751, 35, 14, 12, 10749], 'popularity': 12.833, 'release_date': '2004-05-19', 'video': False, 'vote_average': 7.303, 'vote_count': 12957}]}",https://image.tmdb.org/t/p/w500/2fhutx4eTBE6UR3eIRfYozKsUjk.jpg,,,2.0,12080,1968-07-11,White,White,Male,50-59,"[0.9965621829032898, 1.0238630238745827e-05, 0.0008719587931409478, 7.24897108739242e-06, 7.663993528694846e-06, 2.1903695596847683e-05, 0.002518764231353998]","[0.9996035695075989, 4.666029417421669e-05, 0.00019715269445441663, 0.0001526622218079865]","[2.2652826373814605e-05, 2.1079224097775295e-05, 7.399479363812134e-05, 0.0001474976452300325, 0.0037821903824806213, 0.11132986843585968, 0.8087648153305054, 0.07328542321920395, 0.00257246196269989]","[0.9996141195297241, 0.00038583585410378873]",False,True
182170401,Ehren Kruger,['Transformers: Revenge of the Fallen'],"{'adult': False, 'gender': 2, 'id': 15244, 'known_for_department': 'Writing', 'name': 'Ehren Kruger', 'original_name': 'Ehren Kruger', 'popularity': 1.2454, 'profile_path': '/jGwR9TRGhV9Fpw8cQrSN5FGQd9W.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/kBSSbN1sOiJtXjAGVZXxHJR9Kox.jpg', 'id': 361743, 'title': 'Top Gun: Maverick', 'original_title': 'Top Gun: Maverick', 'overview': 'After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.', 'poster_path': '/62HCnUTziyWcpDaBO2i1DX17ljH.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 18], 'popularity': 18.2411, 'release_date': '2022-05-21', 'video': False, 'vote_average': 8.167, 'vote_count': 10253}, {'adult': False, 'backdrop_path': '/zbdoCe1meTyy0v1fsIxZ9Q0ef3H.jpg', 'id': 8373, 'title': 'Transformers: Revenge of the Fallen', 'original_title': 'Transformers: Revenge of the Fallen', 'overview': ""Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war."", 'poster_path': '/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [878, 28, 12], 'popularity': 3.646, 'release_date': '2009-06-19', 'video': False, 'vote_average': 6.2, 'vote_count': 8865}, {'adult': False, 'backdrop_path': '/c9SDd0yIb5gyqiOw9iTB87LEfP7.jpg', 'id': 38356, 'title': 'Transformers: Dark of the Moon', 'original_title': 'Transformers: Dark of the Moon', 'overview': 'The Autobots continue to work for NEST, now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl, it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.', 'poster_path': '/28YlCLrFhONteYSs9hKjD1Km0Cj.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 878, 12], 'popularity': 2.2196, 'release_date': '2011-06-28', 'video': False, 'vote_average': 6.219, 'vote_count': 8657}]}",https://image.tmdb.org/t/p/w500/jGwR9TRGhV9Fpw8cQrSN5FGQd9W.jpg,,,2.0,15244,1972-10-05,White,White,Male,30-39,"[0.9999481439590454, 1.3679474220040788e-09, 6.959347956581041e-06, 1.4298112773758476e-06, 1.142740188697644e-06, 4.189142259747314e-07, 4.1869934648275375e-05]","[0.9998959302902222, 1.263113063032506e-06, 4.337084465078078e-05, 5.940044138696976e-05]","[6.307757871581998e-08, 8.893071026250254e-07, 0.0004817166191060096, 0.14216534793376923, 0.7723031640052795, 0.08455400168895721, 0.0004932965966872871, 1.5998263052097172e-06, 2.432826917697639e-08]","[0.9999960660934448, 3.910749910573941e-06]",False,True
188320401,Lorenzo di Bonaventura,['Transformers: Revenge of the Fallen'],"{'adult': False, 'gender': 2, 'id': 10952, 'known_for_department': 'Production', 'name': 'Lorenzo di Bonaventura', 'original_name': 'Lorenzo di Bonaventura', 'popularity': 0.1773, 'profile_path': '/skMUk4eVV6e08mv31A48jdYpEPp.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/iq6oCC769VhakJubpAeJNFCgvff.jpg', 'id': 1858, 'title': 'Transformers', 'original_title': 'Transformers', 'overview': 'Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.', 'poster_path': '/1P7w3AImoEOWJX7nn3fdaKDfEQA.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 878, 28], 'popularity': 2.6167, 'release_date': '2007-06-27', 'video': False, 'vote_average': 6.8, 'vote_count': 11786}, {'adult': False, 'backdrop_path': '/zbdoCe1meTyy0v1fsIxZ9Q0ef3H.jpg', 'id': 8373, 'title': 'Transformers: Revenge of the Fallen', 'original_title': 'Transformers: Revenge of the Fallen', 'overview': ""Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war."", 'poster_path': '/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [878, 28, 12], 'popularity': 3.646, 'release_date': '2009-06-19', 'video': False, 'vote_average': 6.2, 'vote_count': 8865}, {'adult': False, 'backdrop_path': '/c9SDd0yIb5gyqiOw9iTB87LEfP7.jpg', 'id': 38356, 'title': 'Transformers: Dark of the Moon', 'original_title': 'Transformers: Dark of the Moon', 'overview': 'The Autobots continue to work for NEST, now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl, it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.', 'poster_path': '/28YlCLrFhONteYSs9hKjD1Km0Cj.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 878, 12], 'popularity': 2.2196, 'release_date': '2011-06-28', 'video': False, 'vote_average': 6.219, 'vote_count': 8657}]}",https://image.tmdb.org/t/p/w500/skMUk4eVV6e08mv31A48jdYpEPp.jpg,,,2.0,10952,1957-01-13,White,White,Male,50-59,"[0.9960266351699829, 2.153050900233211e-06, 0.002025122055783868, 0.00013686147576663643, 0.0001246945175807923, 3.783592183026485e-05, 0.0016466560773551464]","[0.9990092515945435, 3.3697381240926916e-07, 0.0009738910594023764, 1.643658288230654e-05]","[7.413853381876834e-06, 1.8204913430963643e-05, 0.00038356269942596555, 0.0010361738968640566, 0.011995934881269932, 0.20363850891590118, 0.6560332775115967, 0.12287788838148117, 0.00400898652151227]","[0.6503960490226746, 0.34960395097732544]",False,True
189790401,Kathleen Kennedy,['ET: The Extra-Terrestrial'],,,,,0.0,,,,,,,,,,,False,True
